title,description
DevOps Engineer,You will collaborate extensively with other engineers to build tools and systems that support our services and allow engineers to deliver high quality software.
DevOps Engineer,"Develop Fully Automated Pipelines for Java Applications which Build, Deploy and Test Across Multiple Environments of Enterprise Integration Service Layer…"
DevOps Engineer,"Analyze user needs and software requirements to determine feasibility of design within time and strategy constraints.
 NET MVC and Expression Blend."
DevOps Engineer,"The role is heavily focused on the design, automation, and management of the platforms, processes, and workloads across the development, test, and production…"
DevOps Engineer,We are a team of expert Operators and problem solvers who are responsible for delivering SaaS software to production and test systems without causing customers…
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"We're seeking individuals who have experience working within AWS/Azure, have worked specifically on the infrastructure and are familiar with tools like Lambda,…"
DevOps Engineer,"DevOps engineer responsible for implementing CI/CD pipelines, expansion of monitoring and alerting systems and documentation."
DevOps Engineer,"As a DevOps engineer, you will play a key role in establishing our initial tech stack, and have sway on architectural decisions."
DevOps Engineer,"5+ years of professional software development experience.
 Experience with agile software development methodologies like Kanban or Scrum."
DevOps Engineer,"Experience in developing and maintaining customized Open Source and CI/CD tools such as Git, Jenkins, GitLab, Azure DevOps, Ansible, Terraform, Docker,…"
DevOps Engineer,"Strong grasp of automation and software development tools.
 Lead other DevOps engineers in pursuit of technical, strategic, and organizational goals."
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Minimum 5+ years of experience in DevOps engineering or software development.
 B.S. in computer science, software engineering, computer engineering, electrical…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"SAS manufactures logic components for digital services, personal computers, mobile phones, workstations and servers.
 S Engineering Degree or equivalent."
DevOps Engineer,The DevOps Engineer will be responsible for working with our front office trading team helping them build out their application development pipelines using CI…
DevOps Engineer,"Support administration of the devops pipeline to include Jenkins agents and Auto Scaling Group.
 Support administration of OpenVPN and LDAP services for access…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"This role requires a high level of creativity, problem solving and mentorship to ensure end-to-end delivery process are as efficient as possible."
